,Title,Location,reviewees,reviewers,reviews,ratings
2971,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Sabine,erg goede hotelkamer  overal aan gedacht en de ruimte erg netjes en schoon ,5
2972,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Lisa,waren mit allem zufrieden ,5
2973,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Sin Lui,                                                                      ,5
2974,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Olivier,h tel super agr able et tr bien  quip    cependant compl tement impersonnel   n pas   du tout accueilli ni conseill  par les h tes       liorer pour rendre l exp rience parfaite   de plus  cela pourrait  tre sympa de pr voir un petit service de chambre un jour sur   ,5
2975,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Nina,danke      wir waren   n chte diesem hotel und es war einfach super  sehr sauber  gepflegt  gut ausgestattet  gym im keller und restaurant im haus  der check  verlief reibungslos und auch die angestellten waren sehr h flich  die location ist auch super  bis zur u  bahn station sind es nur einigen minuten zu fu   viele sehensw rdigkeiten wie die tower bridge oder den tower london kann man auch leicht fussl ufig erreichen    wir k nnen einen aufenthalt hier nur empfehlen ,5
2976,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Roberto,pieno centro citt   vicino alla metro  quindi facile da raggiungere  l appartamento era pulito ,4
2977,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Laura,confortable  bien cor  avec tout ce dont besoin ,5
2978,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Paolo,appartamento come da descrizione  pulitissimo e luminosissimo  il complesso   nuovissimo e il personale sempre gentile e disponibile  presente reception h    palestra e un bar carinissimo disposizione dei clienti della struttura   ,5
2979,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Robin,wij hebben een geweldige tijd gehad  het een schoon appartement en het personeel zeer vriendelijk en gastvrij  het appartement ligt op loopafstand van de tower london en de london bridge  de metro heb je op   minuten loopafstand en je bent met  0 min op bijvoorbeeld oxfordstreet  wij komen zeker nog een keertje hier terug,4
2980,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Andreas,erwartet nicht das zimmer wie bei airbnb abgebildet  unser zimmer war deutlich kleiner  leider hatten wir einige haare im badezimmer vorgefunden  der rest war super sauber  es gab im badezimmer keine abluft  wir schon sehr eigenartig fanden f r ein bad ohne fenster  leider lies sich auch kein fenster  ffnen  oder wenigstens kippen  man konnte leider keine frische luft ins zimmer lassen  ausgenommen  ber die klima  wenn man hiervon von frischluft sprechen kann    die lage war spitze  tower und towerbridge zu fu  gut zu erreichen  genauso wie die liverpool station  wenn man von stansted kommt ein gro er vorteil    ,4
2981,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Adriana,muy cercano al transporte p blico 1  minutos caminando la torre de londres,5
2982,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Daniel,localiza   tima  pr xima ao metr  e lugares interessantes  como feiras  caf e pontos tur sticos  infraestrutura foi excelente  com todos os artigos necess rios  desde secador  ferro de passar itens de cozinha  equipe solicita  ambiente bem decorado e aconchegante  recomendo e voltaria ,5
2983,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Aurélie,nous avons pass  un superbe jour  l appartement est super mignon  et tr bien  quip   c  tait tellement agr able de rejoindre ce havre de paix apr les journ es bouillonnantes de londres  le quartier est chouette  il de nombreux restaurants vraiment licieux  recommand par notre h te  ,5
2984,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,David,dans l ensemble c est tr bien et propre,5
2985,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Philippe,confortable et proche du tro et de nombreux restaurants,5
2986,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,雪丽,  ,5
2987,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,鹏昊,                                         ,4
2988,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Nicole,das appartement ist sehr modern eingerichtet  es ist alles vorhanden man ben tigt  es ist sauber   wir haben uns sehr wohl gef hlt  gern wieder ,5
2989,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Alejandra,apartamentos correctos en el este  de londres,4
2990,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Jaha,     ,5
2991,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Guangyu,                    ,4
2992,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Emilie,appartement confortable  bien  quip  tr bon jour,5
2993,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Aiman,fantastic,5
2994,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Ping,                ,5
2995,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Svetlana,                                                                                                                                                                                                                                                                                                                                      ,5
2996,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Tianyi,                     ,5
2997,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Cláudia,local bom  aconchegante e bem localizado,5
2998,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Ziyang,            ,5
2999,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Tommy,sad,1
3000,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Donatien,parfait,5
3001,Designer Studio Apartment in Central London," Flats for Rent in Greater London, England, United Kingdom ",Leman Locke,Katharina,perfekt gelegen  sehr freundlich und hilfsbereit  sehr sauber  stylisch  auf jeden fall sehr zu empfehlen  wir kommen wieder ,5
